row,col,row_red_1,col_red_2,col_red_3,row_red_4,row_red_5,row_red_6,col_red_7,row_red_8,col_red_9,row_red_10,F13_Irr,F14_Irr,F15_Irr,F16_Irr,F17_Irr,F18_Irr,F19_Irr,F20_Irr,F21_Irr,F22_Irr,F23_Irr,F24_Irr,F25_Irr,F26_Irr,F27_Irr,F28_Irr,F29_Irr,F30_Irr,F31_Irr,F32_Irr,F33_Irr,F34_Irr,F35_Irr,F36_Irr,F37_Irr,F38_Irr,F39_Irr,F40_Irr,F41_Irr,F42_Irr,F43_Irr,F44_Irr,F45_Irr,F46_Irr,F47_Irr,F48_Irr,F49_Irr,F50_Irr,F51_Irr,F52_Irr,F53_Irr,F54_Irr,F55_Irr,F56_Irr,F57_Irr,F58_Irr,F59_Irr,F60_Irr,F61_Irr,F62_Irr,Target
25,225,-262,1263,-8261,-238,484,889,6345,773,-5676,69,1.262008134161161,0.6875898433495538,2.125456886408499,3.458481781033282,2.658571914217499,3.3253765591132045,6.306193900374713,0.2545313764556431,0.5293013654632881,38.070254430129765,1.0728843314320708,-17.424087806326256,42.612624249134136,13.407727320098978,0.9002589013786816,24.37504340982539,3.0164615083342525,0.5713416194469737,-17.527178853867262,2.9325088969150235,-48.452794842949444,0.27227857581557,4.660939529216229,0.37908725630384266,13.42761993759589,-19.781947546101936,4.063030872099932,6.3177534644694555,1.0292086531469729,1.116123004388524,16.52700956093146,0.2661830049823475,5.863503756915985,40.49370443313727,16.37067419422344,-29.6342476712694,6.613150145774838,42.37968411812739,-44.65280419759282,26.377372180575172,1.4758051220029282,5.091908389877822,9.962431070285252,5.403636425226732,45.2634143625617,0.3281398339919139,1.7893025312545285,0.6127818151279981,5.741537209616042,2.0193401776022197,1
25,250,-262,1413,-9186,-238,484,889,7045,773,-6301,69,0.9901181426506561,0.5614361716787936,1.1013395673086843,5.6801130358147605,0.8562281045320949,8.21202139043736,0.6711212412033117,7.92061641409154,1.131151169731774,38.06771583521219,1.4435435789419635,-13.474181519188576,38.63211702539222,16.171969622511945,1.0746938539017858,24.253113380760126,1.008778866132464,0.5430890800689373,-15.477593461236992,3.673111470079194,-41.76244879360784,0.33943552581165237,1.9768821882432699,0.371377576807211,0.4623414868650697,-15.736849412556579,2.7795964872118617,24.69530417716356,0.9766042632745261,1.0452217978538527,16.414161351767664,0.08339048416091759,0.0584809663941088,40.52611190152987,3.8688425187904207,-34.34839009958921,8.618776810184793,49.745230976133456,-44.170774164386835,35.15533454318958,2.8791048035500317,5.898471223369953,-2.1494295551408262,12.255117016854312,7.379170918666631,0.595313095410609,9.667841641081935,0.509249844804064,5.369876510657959,0.37046556881687326,1
25,275,-262,1563,-10111,-238,484,889,7745,773,-6926,69,1.2513371653457648,0.6550286241803032,0.08611744969433341,0.7728088370419766,0.3782387094243236,10.365533790777716,2.738696431443648,13.081106373662392,1.092126583603004,38.77499914265804,1.4924491564081572,-19.150150293055965,36.62419500474468,17.910430217301577,1.2683247647540083,23.134155043069722,0.7133793151112873,0.447308852150041,-9.413583610668612,3.393042198797859,-47.01378153311529,1.6105202989280232,0.13550442833728837,0.2068711684276802,0.9203884271142073,-23.555002519342416,2.867970210483936,23.948260871435636,1.1403936121901432,1.4771882154658562,16.505428055093223,0.34389457265145296,1.0783914138832575,45.928238975062904,36.98844412762724,-36.063299601652446,0.20866807656145708,4.492014906102351,-50.09001647388717,43.58390289224771,0.7831251281865862,6.620476927374074,-17.93650138790627,14.417935345511243,32.00504161869327,0.19048009572829958,0.5584370818079787,0.6325056241794648,5.601376813160158,1.1097898473251382,1
25,300,-262,1713,-11036,-238,484,889,8445,773,-7551,69,1.1601048731058279,0.8678921130155598,0.16661813239561002,5.738239421613545,2.435687227753214,6.938971328022398,1.5811741901957135,1.1251278944294865,0.6734511171248355,38.48152841073617,0.9985477207259028,-26.946035006199963,43.72932250556306,16.740740465753408,0.8617174258905568,21.22541888762494,2.2487028128051287,0.6064245915256347,-15.024857700312987,1.5206317179556181,-45.75275271431289,1.0567236984413693,1.2712700337929952,0.2860999643029798,71.16157249296859,-20.796149468358223,3.8111457080839606,11.653517437567164,1.1180133556609428,0.9677824184358514,16.544622366101144,0.13460157172246978,1.1033241396783473,49.04264065837564,7.69806784343187,-33.442790423168375,0.011590520931211438,110.14204150871251,-50.0760353857432,35.58293312410771,0.2958233351576003,5.143467492639153,-9.519965157210862,11.506543983591762,17.281319736544056,0.3265092236683604,9.291539707525478,0.6083862458623843,5.9519443566873385,0.4542766759775697,1
25,325,-262,1863,-11961,-238,484,889,9145,773,-8176,69,1.199060935705746,0.4934851191600033,0.11981999193896987,4.4536998092973485,0.47241670200052055,3.92132753691651,0.7432340325362641,2.8367459649498836,1.2154160174489108,38.529328777370786,1.0703530042913314,-21.155822982813287,41.621347363551585,15.56572515407585,0.8764251218340462,23.80644199879147,2.622009059097821,0.6055030687626037,-14.94828919120514,2.694198343881189,-42.79746857103841,0.12757283925168045,0.4762693964291298,0.24741148888666153,0.5761370121575736,-16.08238221033796,2.2936078767555763,19.20031738607552,1.3772616518139824,0.9881614553151074,16.317192702815284,0.16721610230514664,2.1684831691300084,40.380962811490974,41.456951444005625,-38.83994575527516,0.025443885829804797,107.93014380988257,-46.793678724103394,13.343685831685193,1.4262481195878647,6.373292536359626,-25.53609499361561,2.658360185302838,7.886088593430875,0.443091004214221,12.383772983057106,0.5890152273755509,5.530303810594921,0.052551543748706867,1
25,350,-262,2013,-12886,-238,484,889,9845,773,-8801,69,1.0413474971543217,0.5579861478816089,0.06221783248053462,1.6799502181063748,0.24201034907198518,8.679478236808283,0.9106250444913077,30.40863490795774,1.3698320393020642,37.647466173822366,1.3915971170816785,-16.827101258457038,47.70929961257606,19.780582466459016,0.9645640399712672,23.906509236896216,0.39346314464341253,0.6532409887447991,-33.54354870683324,2.9643831498857205,-45.398517435301194,0.8521954098116481,3.55627993368088,0.45225108072241976,15.213365058468733,-16.662991787080685,2.292618282946353,16.848104153829823,0.9383032337580355,1.35879121330514,16.59076957717868,0.22630047608349194,0.7904193282410146,49.37417837226456,16.091909769403223,-47.1793813088173,1.171296598279071,67.92512768328014,-44.516540009255024,35.721260814609956,2.7533406845289914,4.812312800542356,-26.638314957731723,9.138866777713636,10.293450360204266,0.777229695894636,15.782686519360508,0.9662710794245728,5.494563526811574,1.2141487939590372,1
25,375,-262,2163,-13811,-238,484,889,10545,773,-9426,69,1.1260893254005826,0.5473084820428304,1.1976088745412028,2.9167729202076313,0.5185832579128697,1.0051412321709705,1.9412926022968549,4.802897272241529,0.689036965413187,38.39234845025858,1.3416300790840658,-20.83253112453638,41.155413963610144,13.522061057889005,0.7376734386178763,26.465648720052933,0.324190155864688,0.6225268328024652,-14.153932507211461,0.3422365589213737,-45.989051653266344,0.07031020983665566,1.2326910527846593,0.2470794272227888,12.26333210199052,-14.140980806739176,3.0605077706886687,21.349105897354,0.9789781870588343,0.9717599000640837,16.41340153704539,0.15240101370188025,1.2880577676357512,50.25175466414254,21.790664553971645,-25.135346009161417,2.529318688617914,24.132595727415957,-42.34252138847987,26.59137029038255,1.6198231060570085,6.733300044489406,-8.541551364158288,13.891494253379507,72.59630203378127,0.5267649902028996,13.247534601681561,0.7231659348579943,5.3627827203028104,1.3451580810770563,1
25,400,-262,2313,-14736,-238,484,889,11245,773,-10051,69,1.21026637404559,0.4014551846679115,0.7774786741071698,11.346926774206604,0.06573425061148717,5.33387316685975,0.30270554764778695,3.308194112851302,0.9912423865395638,38.73132318956543,1.5612226155814752,-16.655341600340762,31.86257052808147,20.630104853059056,1.131081985256866,22.697486005041355,2.7433773887079997,0.539291842352945,-17.996870599639546,0.8198026685253704,-40.16960839780278,0.365900141602115,2.3774230528996347,0.2493824113077454,18.38085885900877,-9.077394452524656,2.987189020690217,75.63917187230167,1.105310250908718,1.0434101423590385,16.46160316291851,0.26233191702715536,0.078531621200622,46.73951149710225,36.30778388867233,-39.00504207230249,0.17990463586576041,29.798904773826226,-47.389174487090415,15.645321700104633,1.1697870841749578,6.309625154588016,-7.880115260448392,10.18668358013688,14.91199894911916,0.33719657624008137,11.518436255752995,0.9450850239889677,5.969300310373691,3.8363342623197925,1
25,425,-262,2463,-15661,-238,484,889,11945,773,-10676,69,0.8950168836509133,0.6843305810637246,1.7385554033465638,23.610030665523276,0.13075477309793393,8.878435355592341,1.2039954655641982,3.2887423026382674,0.9389111091436838,38.93574498892134,1.434023941632898,-20.369349904824595,42.538775997728465,12.26786019172847,1.109114787057669,21.88275985207001,3.3113942764019177,0.4629244413934733,-14.992272306129049,0.29803603671397044,-44.4455160861367,0.9217963234896347,2.3751966814165986,0.22055605724736108,0.36532337092382644,-20.721598629177205,3.47939045267597,0.8052573317613785,1.2106931018936997,1.2338853026386962,16.299488278003977,0.12880155450809636,0.5489243117412623,48.120301548203024,101.80592001362474,-32.80946114839025,1.1147274715081064,63.43853105305499,-45.63273310457903,9.684429882112468,0.8443180422986666,4.634279709071426,7.248152857035997,6.2806060224233455,1.0309639867838376,0.22995266115048993,14.605486674590349,0.7649801498338398,6.278003479870272,2.6162195574815037,1
25,450,-262,2613,-16586,-238,484,889,12645,773,-11301,69,0.9916652249396706,0.7992391259314394,1.0515759717066215,0.011589585515200779,2.0075001889030157,21.748754833193193,0.32116854614858403,2.0906591148946045,0.5942712327712951,38.39028244181093,1.2978751113945775,-18.45043013195877,47.2826766383989,13.513002752488884,0.7855325664044757,24.20422595430347,1.425352183590484,0.41448273179226247,-23.318338668182562,5.644997195928118,-44.34906444948439,0.5813278363894514,0.1703189306735313,0.17842852333159717,5.269847042652301,-14.743012261629975,3.3086214297605174,7.9946248558963715,1.4199401893623396,0.8264792932197716,16.496688272736574,0.16729509142801827,0.9476804663170527,44.184350628543854,2.7592151989305878,-36.830673511184614,0.5486859675171818,7.911504862824267,-45.41076973006884,35.370502610684156,0.5782199634684586,4.862968840637359,-18.170926503188046,12.560535444040477,9.80453438163896,0.6863031779975756,4.918207232010817,0.6083990981872135,6.045045318109067,0.8043933630409853,0
