F1,F2,F3,F4,F5,F6,F1_red_1,F3_red_2,F1_red_3,F4_red_4,F4_red_5,F5_red_6,F2_red_7,F1_red_8,F4_red_9,F1_red_10,F6_red_11,F4_red_12,F2_red_13,F1_red_14,F4_red_15,F3_red_16,F2_red_17,F6_red_18,F6_red_19,F1_red_20,F27_Irr,F28_Irr,F29_Irr,F30_Irr,F31_Irr,F32_Irr,F33_Irr,F34_Irr,F35_Irr,F36_Irr,F37_Irr,F38_Irr,F39_Irr,F40_Irr,F41_Irr,F42_Irr,F43_Irr,F44_Irr,F45_Irr,F46_Irr,F47_Irr,F48_Irr,F49_Irr,F50_Irr,F51_Irr,F52_Irr,F53_Irr,F54_Irr,F55_Irr,F56_Irr,F57_Irr,F58_Irr,F59_Irr,F60_Irr,F61_Irr,F62_Irr,F63_Irr,F64_Irr,F65_Irr,F66_Irr,F67_Irr,F68_Irr,F69_Irr,F70_Irr,F71_Irr,F72_Irr,F73_Irr,F74_Irr,F75_Irr,F76_Irr,F77_Irr,F78_Irr,F79_Irr,F80_Irr,F81_Irr,F82_Irr,F83_Irr,F84_Irr,F85_Irr,F86_Irr,F87_Irr,F88_Irr,F89_Irr,F90_Irr,F91_Irr,F92_Irr,F93_Irr,F94_Irr,F95_Irr,F96_Irr,F97_Irr,F98_Irr,F99_Irr,F100_Irr,F101_Irr,F102_Irr,F103_Irr,F104_Irr,F105_Irr,F106_Irr,F107_Irr,F108_Irr,F109_Irr,F110_Irr,F111_Irr,F112_Irr,F113_Irr,F114_Irr,F115_Irr,F116_Irr,F117_Irr,F118_Irr,F119_Irr,F120_Irr,F121_Irr,F122_Irr,F123_Irr,F124_Irr,F125_Irr,F126_Irr,Target
-8.12604901,10.15694959,13.32363418,17.99953672,0.12271485,0.061622167,296.5461564,167.9127076,-82.77307822,79.99953672,749.9810056,50.85900395,274.6098406,-86.88234307,-673.9814689,155.4033233,26.35568768,-96.99814689,404.0223869,-350.5461564,-616.986565,590.9162696,-155.9416975,3.971909353,-12.08971281,-383.6638134,-42.65039461,23.40295011,3.105991573,1.419750995,2.233838992,-24.33682403,17.17662293,35.54324223,1.394687283,-24.12428062,0.843654359,4.911806172,1.00529757,3.565708904,24.93351628,1.654756345,1.266749967,5.074133248,1.817645813,-8.131753904,0.654017235,1.106074524,0.980840666,0.946184096,4.138622349,-48.26686804,3.37349447,25.92910201,1.724826942,1.230887442,48.16760109,23.31525071,1.47426693,4.535150031,44.25639743,0.020243329,2.621971608,1.911027703,0.765167234,1.763130838,1.17805109,43.53353976,6.269761391,2.020477355,1.196492998,0.876388454,1.021091377,0.849168176,-1.503829534,1.539543205,14.72739137,0.142336581,1.891663863,-22.29797404,-47.61818911,1.597969711,0.205185048,1.958340571,0.818052636,0.83708403,3.401027082,0.813862829,0.181344445,0.76354774,-6.641603274,-23.65111648,2.346895587,0.007200304,0.383155102,0.517936628,1.159141171,6.649218123,7.758182369,17.44970351,1.001547158,0.916040691,-18.76883288,0.624621174,0.001496276,-14.55518824,-3.068392364,32.58209964,13.42130241,2.254805088,1.809017203,34.76071031,0.404252833,1.066988838,-48.45355185,0.208466265,27.51986342,0.42769058,0.559142139,49.80005266,1.063438619,33.9887154,2.197422209,1.908020339,7.568965833,22.23831466,5
-12.67365973,15.5251471,15.88857488,36.87939392,0.233770527,0.001436197,496.6410279,190.9971739,-182.820514,98.87939392,1524.055151,51.63639369,398.0783833,-118.7156181,-1429.175757,278.1888126,25.03159633,-172.5175757,575.8047072,-550.6410279,-1164.502424,701.2087199,-188.1508826,2.045958298,-13.9554779,-551.9254099,-15.77842923,14.87952782,0.264321951,0.87587194,2.286915181,-20.61641733,9.519433071,38.29046255,1.260361276,-24.38658488,1.131220343,4.723111489,2.75769518,3.728338935,33.29372235,1.388662441,1.115556946,2.168521984,1.7518388,-24.77489328,2.236957274,0.849902377,0.770999542,0.80042469,1.440010314,-43.78301671,-5.580017112,40.53027916,1.082774399,0.730245903,48.23793549,21.9336564,2.854326832,5.588982314,44.0514432,2.079352685,5.663047264,2.565167181,0.790882501,0.459695114,1.135262669,44.66642284,0.813272407,1.919873939,1.340099611,2.086782509,1.534264659,1.51764545,1.738110256,2.088085811,13.54624668,0.214906334,2.61830732,-21.33585474,-26.65432828,1.71496111,0.322184443,9.825809705,1.222410467,1.844844547,2.665870012,1.166340703,0.167813361,1.080377047,-7.280063464,-32.41268496,2.187770263,0.06554253,0.516626763,0.414221409,1.058999855,4.757130068,6.023766783,35.46641164,1.05626594,0.886366543,-24.94660477,0.930224328,0.00083011,-16.43207567,-3.288211063,38.26244795,65.49693223,1.783671455,2.083823203,26.78484996,6.217044475,3.826601342,-39.06642325,0.127172231,11.71259453,0.005361952,0.388173559,51.8976213,1.422455408,28.07006619,1.837501106,3.601912966,11.36136732,16.99346132,4
-13.51347863,9.572813634,32.00203034,24.88173524,0.013642308,0.065468134,533.5930599,336.0182731,-201.29653,86.88173524,1032.151145,50.09549616,261.1747136,-124.5943504,-949.2694096,300.8639231,26.44029896,-124.526941,385.3300363,-587.5930599,-816.570322,1394.087305,-152.4368818,4.0949803,-11.97048783,-582.9987095,-34.08595226,10.01020689,0.763196676,1.108090803,3.407846077,-19.91124032,27.61252478,35.8325658,1.195829199,-22.7654791,1.063624123,6.648094515,1.432278626,0.536343101,36.03825804,2.157568471,1.465652986,2.77147914,1.21825047,-33.78781047,0.415254239,0.750140637,0.55558032,0.963657422,16.30626547,-46.51811127,2.250639704,22.47114388,1.690788327,0.511504571,51.3009879,21.94554603,1.04658013,3.415158416,43.02732478,2.821541604,0.565863657,2.057685791,0.896447574,2.062892996,1.403766037,44.41877887,3.062705775,2.041271699,1.077243873,1.438990239,1.368073014,0.916493346,-3.164808329,1.791464674,15.30759269,0.087264262,2.322098894,-7.802091461,-51.58009974,1.736113799,0.383340232,7.285863807,0.919766449,0.474364955,3.385073894,0.973218106,0.059630382,0.56037717,-7.663098729,-33.49550213,1.043565335,0.017554492,0.433042869,0.429885896,0.906194323,7.165792671,7.097842879,27.40105051,1.405424514,1.286581071,-20.92700667,1.244902525,0.010956316,-13.73893101,-4.805101574,29.78881612,18.70858633,1.470319017,2.809326956,21.94675814,1.236633026,3.669569902,-36.1031093,0.241137707,22.49599286,4.323587159,0.466967792,48.56097101,1.445782889,40.80445081,2.712500917,1.915371188,-6.148946095,14.73398646,5
-2.727074728,4.30494213,16.23154958,20.98694754,0.668247071,0.007186031,58.99128802,194.0839462,36.00435599,82.98694754,872.4648491,54.6777295,140.013669,-49.08952309,-793.4779016,9.631017647,25.15809267,-108.9477902,216.7581482,-112.991288,-703.6214786,715.9566321,-120.8296528,2.22995298,-13.77723305,-183.9017649,-31.87099422,15.0746319,0.912270121,1.419787744,1.594147894,-20.93125211,3.506604564,37.09401315,1.399730367,-22.78833498,1.604471023,4.649879721,4.147584006,3.88972455,45.66843916,1.347977029,1.203355434,1.14442684,2.297241741,-16.55276227,7.034988844,0.91900075,0.717860169,1.021166885,0.808663811,-43.28256675,2.501945891,27.40885925,1.645214242,2.170281081,57.13020159,19.63290341,0.158996925,5.353098661,44.11690054,3.515243717,3.366742419,0.855177043,1.051790914,1.035095468,1.0993041,44.97286729,0.722745206,2.476411665,1.011070782,2.029422843,1.091755604,0.801263021,3.548097883,1.512928505,13.13711547,0.204478215,3.085037091,-17.22080384,-40.3097426,1.377688049,0.302048321,7.785919601,0.662667556,1.174669734,2.849755692,0.893312975,0.117890243,0.37143141,-6.793670059,-26.91686218,3.966860425,0.12595204,0.420435608,0.484314437,0.768460043,2.234188714,8.029971396,16.96268747,0.967702051,1.367398234,-24.5051913,1.214133079,0.000946931,-17.79396039,-7.193187666,45.0974557,36.56456751,1.896024743,1.931577632,31.57776116,4.069988313,4.073251897,-35.15145573,0.14824155,29.75966721,0.387789879,0.77405262,47.69047418,1.046765794,13.26442122,1.79719317,2.686336837,10.95632937,14.87272501,4
-6.476032189,10.30020691,14.8042651,28.70781731,0.06604804,0.029820607,223.9454163,181.2383859,-46.47270815,90.70781731,1189.02051,50.46233628,277.9047589,-75.33222532,-1102.312692,110.8528691,25.65605335,-139.8312692,408.6066211,-277.9454163,-927.5267019,654.5833991,-156.8012415,2.954259419,-13.07556119,-322.613191,-34.96881541,36.40373715,0.870933174,0.877213865,0.007143078,-17.96771238,17.57170386,36.83902401,1.254390497,-22.04754685,1.179832345,3.079184646,2.888751036,5.386101147,25.03960806,1.563494776,1.14134325,0.326296208,1.843222379,-22.00962034,1.079764897,1.178666685,0.610221838,0.746386072,1.096130689,-47.71899659,0.589206678,36.32784513,2.071141696,0.637622735,53.46602171,23.02656984,0.015042555,4.94590485,44.59899116,0.830214091,3.340546108,1.501299569,0.881282841,0.662143352,1.625701239,44.55732125,6.577301873,1.665460677,0.846968419,0.254691317,1.308965169,1.052803722,10.64781097,1.69011024,13.86947907,0.149412886,1.847750621,-9.745205538,-32.18329961,2.018070636,0.399670171,3.537283929,0.590476901,0.031208501,2.797580297,0.902638564,0.097805467,0.891147902,-6.188909032,-37.5838992,5.232022648,0.000900216,0.384532337,0.552956498,0.652824844,1.129391063,9.310045031,32.64830417,0.737483183,1.406374179,-25.00550938,0.817467346,0.006554968,-13.99685766,-6.939939648,39.8723705,19.41404239,2.02558161,2.957858635,25.41345509,0.325544521,2.689814589,-39.63190928,0.346876059,29.2988419,0.554289858,0.404234793,48.4713549,1.143214047,28.7405535,1.88915329,2.91427497,15.19426291,18.39637188,5
-7.586521062,12.6207075,12.87096645,36.42937988,0.008087085,0.044688495,272.8069267,163.8386981,-70.90346337,98.42937988,1505.604575,50.0566096,331.2762725,-83.10564744,-1411.175195,140.8360687,25.98314689,-170.7175195,482.86264,-326.8069267,-1151.452017,571.4515574,-170.724245,3.430031841,-12.61465665,-363.7012793,-26.87950397,11.02597795,2.104520021,1.203848332,1.887765056,-21.25817263,13.2522552,36.4530985,1.66883412,-29.77196444,1.039869759,5.267906163,7.792153085,5.073426958,26.45116353,1.058478329,1.341874612,0.285386058,1.323983781,-15.44072997,0.975988356,1.103990093,0.645428028,0.893222048,0.768219095,-39.57007532,4.096628434,32.84916373,1.657137915,7.736248924,47.85732757,21.96044531,0.973563391,4.97199559,45.50093157,1.734977478,4.514604431,2.027084545,0.810472098,1.894538661,1.54821221,44.34895549,2.533622094,1.364297527,0.800117439,2.4141548,1.176338097,1.406727418,-0.275989372,1.943871924,10.39368357,0.164717911,2.712756092,-13.2271091,-28.81381549,1.459775845,0.304060503,0.967388608,0.750924917,1.868728703,2.845313592,0.970437984,0.117868293,0.816315627,-9.313674391,-17.63159751,1.771834236,0.03216985,0.586966041,0.321388483,0.81074782,1.143325876,6.748390262,22.167205,1.270200525,1.473112696,-19.91117554,0.979119331,0.030801366,-14.65151593,-8.469267875,22.92992508,3.967278548,2.455029647,2.073994401,20.05283387,2.978325444,2.635150242,-56.22717217,0.252036683,5.069530039,0.030802765,0.585008151,51.13096274,0.976114544,41.90942639,2.596553472,1.11031206,17.52936855,23.98185003,5
-16.27042737,10.60319035,18.67318145,30.49974472,0.360815496,0.044851771,654.8988041,216.058633,-261.9494021,92.49974472,1262.489534,52.52570847,284.8733781,-143.8929916,-1173.989789,375.3015389,25.98673897,-146.9989789,418.3020913,-708.8988041,-979.4925969,820.9468023,-158.6191421,3.435256682,-12.60959509,-685.0058126,-18.81415492,26.71502783,0.344370849,1.411045084,0.068576038,-23.46681473,5.535553208,37.81777478,1.510586634,-28.54811816,0.51748478,4.805656888,0.354680717,2.499413769,38.04293299,1.437613883,0.93825084,0.596740342,2.42394527,-12.90528354,0.420422024,1.054730755,0.452907967,1.049631599,11.86039681,-45.19865986,-7.485983294,18.89738692,1.717414456,0.667714656,66.07647166,21.21462283,7.4987054,6.497057126,45.92615622,1.648941399,3.959937913,2.320537151,0.89701638,1.705608812,1.454785279,45.49155976,4.142375006,1.74819361,0.970015658,0.051216575,0.385685458,0.76482124,3.915781348,1.71425578,16.7108099,0.235034403,2.410950355,-9.293088328,-29.41225942,1.828041872,0.244933997,1.385723716,0.819798856,0.379391683,2.476889406,0.668801382,0.094866431,0.802637205,-5.041222182,-25.36741746,0.850202093,0.057867113,0.382609553,0.31941791,0.820398677,11.02056298,-2.005091502,24.20958149,1.154004104,1.468268219,-26.35637667,0.782596217,0.018746934,-8.563058078,-9.803724039,20.89931189,40.35082222,2.487592139,2.43232598,30.37737895,1.367160827,1.081901983,-34.78259661,0.287628189,24.826973,1.249939037,0.568436228,50.65464764,1.084193273,35.79108444,1.914261575,1.143696107,17.8544402,20.4439178,4
-14.3144562,11.67810399,15.76499394,18.36045634,0.029707068,0.032638325,568.8360727,189.8849455,-218.9180363,80.36045634,764.77871,50.20794947,309.5963917,-130.2011934,-688.4182537,322.4903173,25.71804315,-98.44182537,452.6993276,-622.8360727,-627.4532339,695.8947395,-165.0686239,3.044426404,-12.98821192,-612.6348793,-17.56037055,17.6210847,0.036460147,1.679429225,0.362165304,-20.45827325,14.53608197,37.31596432,1.449201422,-30.45398,1.168496415,5.353018219,3.40418073,4.515027203,34.32305203,1.851884482,0.983528383,6.113256634,2.244799665,-22.59530974,5.070918317,0.791561527,0.529231342,0.970814099,1.131677143,-47.7029425,-0.032301673,33.67739011,1.821661555,2.024759384,52.03988828,22.07261569,1.081406589,6.68601662,46.38729583,2.876654911,1.577747901,1.982147742,1.050347667,1.810700919,1.328280816,44.90637766,3.027780968,1.57900997,1.49225383,0.085147698,1.248952982,0.977310494,14.19491018,2.226834628,16.94159437,0.43474165,2.566267727,-10.29303489,-19.52676104,1.561261586,0.257157065,0.634501225,0.604874259,3.322395953,3.223195553,0.87642861,0.129211629,0.631987767,-1.622127331,-23.73487665,0.958887885,0.049454573,0.4090083,0.400517175,0.903634435,5.809681631,7.646389097,24.48706766,0.944056738,1.102699617,-26.20180265,0.690608204,0.014848429,-16.26221751,-13.2914843,46.44512188,16.17933401,3.035965075,2.271061832,23.40106012,1.283249652,1.931663588,-41.35729283,0.378502241,21.27032931,2.689087966,0.502869157,48.90153715,1.188292133,35.73633678,2.785259456,2.239303757,-12.25738885,17.52125819,5
-1.594981575,13.58615616,23.48362165,26.31987353,0.260434712,0.008228901,9.179189309,259.3525949,60.91040535,88.31987353,1091.114815,51.82304298,353.4815918,-41.16487103,-1006.794941,-20.93549747,25.18103581,-130.2794941,513.7569973,-63.17918931,-858.2763324,1027.795731,-176.516937,2.263324819,-13.74490408,-142.0143183,-20.91303212,24.02019544,7.58244213,1.110674414,7.65569841,-23.07595717,13.68555832,36.84794447,1.561135468,-29.74168687,1.258386737,5.179949534,1.602465327,3.213053924,19.6121617,1.357524648,1.076942997,0.2935614,1.640669726,-25.06539858,0.503678741,0.967797465,0.566177307,0.723719362,8.116639343,-41.11189056,1.903485824,25.77519188,1.521661347,1.360132078,52.90303418,23.32201454,0.150469843,3.924494809,46.15220807,2.303536797,3.778550158,1.467455262,1.102386909,0.885406655,1.586461582,45.35402719,0.292023145,1.356948365,1.608164721,0.040601757,1.220000319,1.155382505,-0.428917553,1.619398163,11.58920898,0.306650488,2.200744181,-6.945130812,-45.26454697,1.510369167,0.216178599,1.736153347,0.9426039,4.98703195,3.731280985,0.880038308,0.072536488,0.52789267,-7.289346544,-16.81264575,7.208927102,0.000127248,0.486205007,0.644772111,1.082345934,10.68925657,-4.476911202,25.84308752,1.140612144,1.304685877,-22.19839001,1.310060506,0.002091135,-11.31187745,-9.291589338,33.46629509,18.91374762,2.602732641,1.770969178,22.18741562,2.019673821,0.884599876,-47.94762472,0.26227089,15.13807966,0.03726711,0.458781996,46.4398495,1.078268029,43.18717879,1.986677932,2.439926106,-0.176132113,8.279583311,4
-0.982123295,6.975868793,31.52387731,24.31971092,0.008334956,0.153171404,-17.78657501,331.7148958,74.39328751,86.31971092,1009.108148,50.05834469,201.4449822,-36.87486307,-926.7884368,-37.48267103,28.36977088,-122.2788437,302.2278014,-36.21342499,-800.2716167,1373.526724,-136.8552128,6.901484919,-9.251686485,-119.3385619,-27.30211318,38.17278308,0.614106062,1.351968385,0.621903695,-22.14692822,6.505001979,37.25698833,1.474689489,-19.62484129,0.614311765,6.330169336,1.422903475,0.735646307,40.05587229,1.327105704,0.986007943,1.13142482,2.061173782,-13.60344107,1.305452946,0.864013959,0.755528159,0.939790273,6.392622745,-42.19163567,0.592638544,11.83498676,1.61205438,0.272602834,44.09451127,20.2461621,6.238503399,3.562749567,44.65491653,0.985105653,1.384338373,1.681405842,0.738471746,0.262640436,1.058709339,44.78254431,0.001514671,1.895701189,1.109187857,1.802400863,0.840976604,0.94563502,-14.72375625,1.684254033,11.34819096,0.131199433,2.458880076,-17.41517304,-16.06609833,1.958571658,0.326138754,1.813206498,1.023174161,5.824520929,3.45574276,0.644469336,0.110081465,0.386931645,0.180811044,-19.19684309,0.312249229,0.006562876,0.267289874,0.612810397,0.838034527,0.923083012,6.307570412,28.62360339,1.242230844,1.073005224,-20.64129994,1.151807638,1.54E-05,-13.9129999,-11.26387917,39.54881095,7.223998108,2.790484832,3.130588621,28.94234214,0.2751912,2.381949767,-42.35719565,0.317081625,40.77398806,0.560572227,0.383923637,46.31909153,0.954286044,34.89049294,1.963178181,1.208667832,16.61735779,23.38230699,2
